"Artículo" "FAMILY.CRIMES" "TRIALS" "EVIDENCES.AND.TEST.RESULTS" "AUTOMOBILE.DEATHS" "URBAN.CRIMES" "REPORTED.CASES"
"articulo10002.txt" "...                                                	  		                           Hialeah Police Identi ... 1" 1.41103671567219 -0.274855779803793 0.375518891918273 0.724648803827484 0.661314511229791 0.289121511937983
"articulo10012.txt" "... d Japhet Moore was shot and killed late Friday. Moore had just graduated from eighth grade, liked to ... 2" 0.942804560094446 0.195701713765769 -0.140153317740499 0.417399754557253 1.12503036900064 0.808144373491526
"articulo10013.txt" "... and hearing problems, could not initially hear the court proceedings, and arrangements were made for ... 3" 1.91387685586502 1.51750961504921 0.405938463065296 0.0197773663649368 0.53996005075564 0.144703919867536
"articulo10017.txt" "... -396-2100. No further details were available. Copyright © 2014, The Baltimore Sun  The Baltimore Sun ... 4" -1.85126221837396 -1.53045871449264 -2.00923591070634 -1.95864610393895 -0.480968743432893 -0.522796548647625
"articulo10021.txt" "... ied, Voss said.   		   		 No one was arrested in connection with the shooting.   		 Sheriff's offici ... 5" -1.61066471938278 -1.28325067152056 -0.387765277414425 -1.55740130217529 -1.65079878347808 -0.808509433921999
"articulo10032.txt" "... to police. Anyone with information about the case should call police at 301-772-4925, or, to remain  ... 6" -1.97016756265518 -1.40590320050159 -0.500409558369062 -1.86083910324077 -0.943393349598029 -0.0304545153961798
"articulo10034.txt" "... and initial information suggests that a man dressed in all dark clothing, wearing a cover over his f ... 7" -0.568684999927562 -0.285610918125202 -0.456355648675038 -0.456926595100815 -0.385892450608746 -0.0321105907329727
"articulo1004.txt" "... he was inside her home when she heard a gunshot. The woman walked outside and heard another gunshot  ... 8" -0.939747224221669 -1.49850835330565 -0.72303142414654 -1.23731936917615 -0.888853943804599 0.28464179751691
"articulo10041.txt" "...  protecting,” Fraternal Order of Police spokesman Pat Camden told reporters. “They wind up saving th ... 9" 0.027318417994467 -1.07114495374773 -0.551053306852406 -0.0479555734492369 0.273731999945142 -0.876517349285699
"articulo10042.txt" "... vernight. (Posted Oct. 6)  Chicago Tribune reporter Peter Nickeas talks about shootings across the c ... 10" 0.383749760330326 0.949181935924423 -0.345699417376642 0.663434695177008 2.87346737480829 0.0568068080156641
"articulo10047.txt" "... orted that Bland was leaving with his family, but then shot Stockton several times. The brother-in-l ... 11" -0.988200997677201 -0.365365805519731 -1.09409523290377 -0.5366115275473 -0.782571138487937 -0.371948755008849
"articulo10050.txt" "... star.comAugust  1, 2013                                                          PLANADA — One Plana ... 12" 0.386440996552136 -0.511997181362644 0.516760410756347 -0.194421327964414 -0.222084321781003 0.606038783070683
"articulo10053.txt" "...  the apartment, where one of them shot the resident several times in an altercation before he hit Co ... 13" 0.0556108260167205 0.206883784912842 -0.39812746509191 -0.346700186257473 -0.194066630920354 0.30931700920122
"articulo10055.txt" "...  4:30 a.m., police said. Another remained in hospital care, but is expected to survive. No charges h ... 14" 0.331053644698254 -0.138468262647858 0.482261857310946 0.570303988124327 0.884996524730535 1.24020645989851
"articulo10058.txt" "... iday, Aug. 2, 2013                                       KTVU and Wires                              ... 15" 0.717928249152058 0.555430935925386 0.486984464664808 0.719019640102141 1.2884115891741 1.03167151636196
"articulo10060.txt" "... ounty Sheriff’s Department said in a statement that deputies responded to 8100 block of Cielito Driv ... 16" -0.634177883384277 -0.280918003048401 -0.0450857608254621 0.284926611975391 -0.529048337101617 0.209427007153805
"articulo10066.txt" "... ene and Louisiana Ave. That's when officers say the driver of the vehicle began to drive straight at ... 17" -0.435190870987318 -0.326019938962693 -0.834612207042905 0.298651555996039 0.346505620727096 -0.529615809413989
"articulo10071.txt" "... 28, 2013 04:32 PM   Lynn Arditi   Published: July 28 2013 04:32  PAWTUCKET, R.I. -- Police are inves ... 18" -0.810730431695931 -0.859113158321817 -0.933066666437196 -0.934637394235028 -0.629689975883151 -0.0781915670281327
"articulo10080.txt" "... d police that he and Carden were walking through the apartment complex and struck up a conversation  ... 19" -1.13979477274624 -0.911190883549132 -1.53202330313216 -1.13656707170755 -0.475452963229772 -0.961268743390382
"articulo10084.txt" "... o their vehicle, one of the men hit the homeowner in the head with the handgun and tried to pull him ... 20" -1.17864586668681 -1.05411716088934 -1.09857724364983 0.277895695218153 0.691567932962475 -0.148937319882633
"articulo10086.txt" "... ondition to Holy Cross Hospital and pronounced dead at 8:56 p.m., according to police and the Cook C ... 21" 0.132346624025059 0.0943105078980128 -0.125075411714879 0.650783792884721 2.40433348471814 -0.473347461612645
"articulo10088.txt" "... me, near 2000 East and 200 South, just after 9 a.m. by their 18-year-old son.   \"We're all really qu ... 22" -0.197230010736592 -0.990067940310252 -1.1135818170314 -1.61899329699294 -0.970965836147162 -1.28029581149592
"articulo1009.txt" "... ent into the room to find Horning injured. Brady said investigators believe Horning was cleaning his ... 23" -0.919867152652762 -1.13669002733119 -0.694907744632161 -1.30149354548729 -0.830126186787378 -1.76801681574037
"articulo10091.txt" "... vernight. (Posted Oct. 6)  Chicago Tribune reporter Peter Nickeas talks about shootings across the c ... 24" 1.0335326941184 1.48690400902135 0.788295559003173 1.69430953151863 3.7812883041803 0.537164978216308
"articulo10101.txt" "... n 2011 when his son was born. That same day, he wept as he thanked more than 100 volunteers from Hom ... 25" 1.06605705737313 0.0661703691842294 0.221460914949679 -0.0898717735960746 0.0286734908259272 -0.829558183273561
"articulo10106.txt" "... t job. The car does not have hub caps. If you have any information, please call police.  					Restau ... 26" -1.99311222674462 -2.08768673046635 -1.69679313985846 -0.983859248751428 -0.602145746783026 -0.490744936005277
"articulo10108.txt" "... at (731) 424-8477. Copyright 2013 WMC-TV. All rights reserved.   				1960 Union Ave.  				Memphis, T ... 27" -2.12792795839662 -1.50381480891073 -1.03067687834136 -1.5243549078652 -0.824922025862165 -0.527513759022878
"articulo10114.txt" "... federal Department of Homeland Security agent driving by the scene stopped and disarmed the car's dr ... 28" -0.494014522146684 -0.230673768968644 -0.758568428353959 -0.04732737498519 -0.53237241078622 -0.152249647322808
"articulo10116.txt" "... ain General Motors vehicles can be fixed as part of a massive…    Alonzo Mourning and NCAA champions ... 29" 0.749619387820218 0.650937647055099 0.286818390195658 0.948379472420592 0.868126787370249 1.10145366334028
"articulo10119.txt" "... ns Kevin Arellano. âShe exited her patrol car, gun drawn, and asked the gentlemen to get on the gr ... 30" 0.176538443515249 -0.228731669798057 -0.402159514331912 0.323809047497015 -0.0980170097888652 0.178067208230205
"articulo10124.txt" "... ended with an officer-involved shooting and a section of interstate shut down just before afternoon  ... 31" -0.57462292535672 -1.2326768786589 -1.01538244711958 -0.351045347491611 -0.673879311740576 -0.666825233185249
"articulo10131.txt" "... f of a downtown Washington office building this week, according to authorities. Police said the myst ... 32" 0.597487478066536 0.595402067426959 1.06139146632639 -0.775153838881278 0.249806107699104 0.22510375551617
"articulo10132.txt" "... ir car in a gas station parking lot when they were approached by a man who pulled a gun and demanded ... 33" -0.610699889626616 -0.322437561408843 -0.80338835395112 -0.266377282409734 0.098881164934537 1.59054607426491
"articulo10136.txt" "... ee Johnson, of Wisner who would turn 35 this month, was the victim in this homicide. Rosie Wilford l ... 34" 0.012777799516531 -0.555489793803701 -0.477428902377077 -0.990932652194026 -0.628510244351147 0.142734219897765
"articulo10139.txt" "... dead of a gunshot wound to the back of the head at about 6 a.m. at the hospital,  Muscogee County Co ... 35" 0.59154525383143 0.195818107120566 0.721451514627771 0.288351229741104 0.550441097661271 -0.0282962455363748
"articulo1014.txt" "...  ... 36" -2.14892548727127 -1.80349139572093 -1.14227721789323 -2.67071201417361 -1.98357589646328 -1.42706560157581
"articulo10143.txt" "...  are no suspect details at this time. See LIVE images of locations around St. Louis. ... 37" -1.47120152318108 -1.80032628380344 -1.34867007329051 -1.52606270947006 -1.26922066141584 -1.19525813857495
"articulo10145.txt" "... cording to his cousin. “He was a really nice guy. He was always there for us,” she said. Authorities ... 38" -1.27013127082477 -1.6257454656361 -1.29298062610107 -0.370982680059366 -1.01886627180368 -0.763838677351825
